"","Date","Text","bing_score","nrc_score","afin_score"
"12726","2019-12-02"," the united states has outperformed the rest of the world in an eye popping fashion i don t think we ve seen numbers like that mohamed el erian allianz chief economic adviser but despite this there is tremendous potential for growth far greater than most have understood ",1,1,1
"12730","2019-12-02","great writer and historian doug wead has written a true not fake news account of what is going on in washington and the white house his new book inside trump s white house is an incredible description of a very exciting and successful time in our country s history buy it ",1,1,1
"12732","2019-12-02"," when the law enforcers turn out to be the law breakers then we have totally upended the rule of law nobody is safe and everybody is in trouble our system of government is under attack govmikehuckabee",-1,-1,-1
"12733","2019-12-02"," the american people are going to see this for what it is it is a political effort by the democrats and the president certainly doesn t have to aid in the impeachment effort robert ray mariabartiromo democrats are getting killed in their home districts ",-1,1,-1
"12735","2019-12-02","heading to europe to represent our country and fight hard for the american people while the do nothing democrats purposely scheduled an impeachment hoax hearing on the same date as nato not nice  t co lcxyhoowf ",-1,-1,-1
"12739","2019-12-02"," the process has been unfair republicans can t even get their own witnesses it gets me that adam schiff is not punishable for lying in any way mariabartiromo",-1,-1,-1
"12742","2019-12-02","brazil and argentina have been presiding over a massive devaluation of their currencies which is not good for our farmers therefore effective immediately i will restore the tariffs on all steel amp aluminum that is shipped into the u s from those countries the federal ",1,1,1
"12748","2019-12-02","great job by repdougcollins of georgia over the weekend in representing the republican party and myself against the impeachment hoax ",-1,-1,1
"12749","2019-12-02","rt flotus the spirit of america is shining in the whitehouse i am delighted to share this beautiful exhibit of patriotism for all to ",1,1,1
"12750","2019-12-02","rt blaw the trump administration is set to begin nationwide distribution of free hiv prevention medication to uninsured patients on monda ",1,1,1
"12751","2019-12-02","the fed should lower rates there is almost no inflation and loosen making us competitive with other nations and manufacturing will soar dollar is very strong relative to others ",1,-1,1
"12754","2019-12-02","thank you to congressman ben cline virginia for the great remarks this morning on the illegitimate impeachment hoax he understands the do nothing democrats very well also and as usual repandybiggsaz was fantastic ",-1,-1,1
"12755","2019-12-02","the republican party has never been so united this impeachment scam is just a continuation of the year witch hunt but it is only bringing us even closer together ",-1,-1,-1
"12756","2019-12-02"," reserve should likewise act so that countries of which there are many no longer take advantage of our strong dollar by further devaluing their currencies this makes it very hard for our manufactures amp farmers to fairly export their goods lower rates amp loosen fed ",1,1,1
"12759","2019-12-02","not only did i see it doks art i think it is fantastic you are a wonderful artist never give up your dream  t co lvvcujz cw",1,1,1
"12765","2019-12-03","rt vp what s happening on capitol hill is a disgrace and the fact that it s happening during a nato conference in london is a disservice ",-1,-1,-1
"12767","2019-12-03","the united states of america supports the brave people of iran who are protesting for their freedom we have under the trump administration and always will ",1,1,1
"12776","2019-12-03","rt esperdod it was a pleasure to take part in a breakfast hosted by potus w nato secretary general jensstoltenberg to discuss the prog ",1,1,1
"12778","2019-12-03","rt gopleader in his pursuit to bring down this president chairman adam schiff has neglected his real responsibilities instead of workin ",-1,1,-1
"12780","2019-12-03","rt scavino watching schiff hold an embarrassing impeachment sham press conference in the swamp from my phone while president realdona ",-1,-1,-1
"12781","2019-12-03","too bad we will miss you kamala  t co qqd sifc y",-1,-1,-1
"12782","2019-12-03","rt gop we re working on the usmca we re trying to get nancy pelosi to put it up for a vote it s a great deal for everybody so hopeful ",1,1,1
"12783","2019-12-03","rt kayleighmcenany paid family leave is vitally important to the prosperity of our workforce amp well being of our families ivankatrump ",1,1,1
"12784","2019-12-03","rt jensstoltenberg excellent start to natomeeting in london with president realdonaldtrump we are adapting nato to new challenges amp ar ",1,1,1
"12785","2019-12-03","rt willchamberlain looks like devinnunes and his team did some excellent work herethis is a robust defense of president trumpread th ",1,1,1
"12786","2019-12-03","rt jim jordan jordan democrats didn t admit they were wrong about russia just moved on to ukraine tuckercarlson  t co l tufo ",-1,-1,-1
"12796","2019-12-03","rt judgejeanine author of the plot against the president the true story behind how congressman devin nunes uncovered the biggest politic ",-1,1,1
"12800","2019-12-04","rt flotus a minor child deserves privacy and should be kept out of politics pamela karlan you should be ashamed of your very angry and ",-1,-1,-1
"12801","2019-12-04","rt repdougcollins repmikejohnson the greatest danger of this fraudulent impeachment production is not what happens this afternoon or ",-1,-1,-1
"12805","2019-12-04","great progress has been made by nato over the last three years countries other than the u s have agreed to pay billion dollars more per year and by that number will be billion dollars nato will be richer and stronger than ever before ",1,1,1
"12806","2019-12-04","just read the best maureen dowd column in the new york times ever although she treated me great before politics but it was written by her brother kevin someone in the news media should hire her wonderful talented and very smart brother  t co lo s qlk a",1,1,1
"12807","2019-12-04","rt whitehouse if you impeach a president if you make a high crime and misdemeanor out of going to the courts it is an abuse of power ",-1,-1,-1
"12809","2019-12-04","rt repmikejohnson democrats are pursuing their hatred for realdonaldtrump atop the ruins of our public liberty that is the greatest dan ",-1,1,1
"12810","2019-12-04","rt repandybiggsaz mic drop from repratcliffe amp jonathan turley ratcliffe so if i were to summarize your testimony no bribery ",-1,-1,-1
"12812","2019-12-04"," nato has now recognized space as an operational domain and the alliance is stronger for it u s leadership ensures peace through strength and we must continue to show strength and win on all fronts land air sea and space ",1,1,1
"12814","2019-12-04"," when today s meetings are over i will be heading back to washington we won t be doing a press conference at the close of nato because we did so many over the past two days safe travels to all ",1,1,1
